"1502","LATHSYL",NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,NA,NA
"1503","LATHYRU",NA,NA,1,0.3,2.2,2,16,85.2,4.7,85.16,1.5,1.2,1,NA,NA,0.1
"1504","LECAFRU",NA,NA,NA,NA,NA,0.1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"1505","LECAHAS",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","LECANOA",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507","LECANOR",NA,NA,0.5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1508","LECIDEA",0.5,NA,NA,9.5,1,2,0.1,1.1,NA,3,NA,NA,NA,NA,NA,NA
"1509","LECIFUU",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510","LECILUR",8,0.5,0.5,1.5,1,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511","LECISUI",NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1512","LEDUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16
"1513","LEMNA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,2
"1514","LEMNMIN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0.1,31.1
"1515","LEMNTRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55
"1516","LEONSAX",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA
"1517","LEPIDEN",1.5,1.33,2.39,13.46,4.87,7.5,1.22,NA,NA,NA,0.5,NA,NA,NA,2.7,NA
"1518","LEPIDIU",3.5,NA,NA,NA,0.03,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1519","LEPIDOZ",NA,NA,NA,NA,NA,NA,NA,NA,0.5,5.2,1.5,0.5,5.5,NA,1.2,NA
"1520","LEPIFIL",NA,NA,NA,NA,NA,NA,0.5,NA,29.6,12.8,85.6,16.51,31.4,NA,0.8,10.4
"1521","LEPIPER",NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522","LEPIREP",NA,NA,NA,NA,NA,0.5,3.5,0.701,7.2,10.7,37.14,57.701,52.401,0.001,14.5,39.31
"1523","LEPIVIR",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1524","LEPRARI",NA,NA,0.3,NA,0.1,NA,1.3,0.1,0.1,NA,NA,NA,NA,NA,NA,NA
"1525","LEPRCAC",NA,NA,NA,NA,1.5,7.5,NA,0.6,17.1,NA,NA,0.3,NA,NA,NA,NA
"1526","LEPRINC",NA,NA,NA,NA,NA,0.1,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA
"1527","LEPRMEB",NA,NA,0.5,NA,NA,NA,1,3.5,0.1,3.5,NA,1.1,0.7,NA,NA,NA
"1528","LEPRNEG",NA,NA,NA,NA,NA,0.3,NA,NA,3.01,NA,NA,NA,NA,NA,NA,NA
"1529","LEPRSUB",NA,NA,NA,1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","LEPRVOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA
"1531","LEPTALB",NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA
"1532","LEPTARR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA
"1533","LEPTBUN",NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1534","LEPTHUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,0.1,NA,0.1,NA,NA
"1535","LEPTLIC",0.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1536","LEPTOBR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"1537","LEPTOGI",NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1538","LEPTPYI",NA,NA,0.5,NA,NA,NA,2.1,5.5,NA,NA,NA,5.9,2,2.2,NA,10.5
"1539","LEPTPYR",NA,NA,NA,NA,NA,3.1,1.51,15.3,6.7,10.6,12.82,71.742,168.13,148.7,328.32,849.002
"1540","LEPTRIP",NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,1,NA,NA,14.1
"1541","LEPTSAT",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542","LEPTSEP",NA,NA,NA,0.1,NA,NA,0.001,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543","LEPTTEN",NA,NA,NA,9.5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1544","LESCURA",0.7,NA,0.5,2.5,NA,6.1,13.002,15,41.5,2,70.1,22,8.1,NA,4,NA
"1545","LESKNER",NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"1546","LETHARI",NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"1547","LETHVUL",NA,3,NA,NA,0.5,27.3,0.1,1,0.1,NA,NA,NA,NA,NA,NA,NA
"1548","LEUCACA",NA,NA,NA,2,5.5,NA,35.1,2.21,11.211,175.8,161.9,146,718.301,56.1,118.2,283.3
"1549","LEUCANT",NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA
"1550","LEUCOLE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.2,NA,10,NA,10,2
"1551","LEUCVUL",NA,NA,NA,4,60.8,33.94,50.2,28.57,2.64,0.63,0.12,9.711,0.81,20.65,NA,NA
"1552","LEWICOL",1,NA,NA,11,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553","LEWIRED",8.3,2.1,4.3,3.3,0.1,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1554","LEYMCIN",NA,0.5,NA,0.5,NA,1,497.2,3,2,NA,115,5,17,40,NA,NA
"1555","LEYMINN",NA,NA,4,191.8,141.43,513.502,1560.2,1232.155,907.071,78.031,81.2,386.108,34.5,213.1,18,3.1
"1556","LEYMMOL",NA,NA,NA,NA,NA,NA,33,241,NA,NA,98,78,98.1,NA,10,122
"1557","LEYMTRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"1558","LEYMUS",NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.001,NA,NA,NA,NA,NA,0.5
"1559","LICHENC",NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560","LICHENO",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"1561","LICHSTI",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562","LIGUCAN",NA,NA,NA,NA,NA,NA,1,0.13,58.122,32.5,119.73,137.81,278.58,43.62,187.73,64.8
"1563","LIGUSCO",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,4,40,NA,7,2.7
"1564","LIGUSTI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA
"1565","LILAEA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,NA,NA,0.1
"1566","LILAOCC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2
"1567","LILIACE",NA,NA,NA,NA,NA,0.3,0.9,2.3,0.6,0.5,3,0.3,3.3,NA,NA,NA
"1568","LILICOL",0.8,1.2,2.51,3.9,20.77,39.265,82.031,84.482,34.645,13.707,19.702,16.71,7.311,4.55,NA,7.05
"1569","LILIPHI",NA,NA,NA,NA,6.5,6.62,1.233,3.72,1.612,0.31,0.82,0.2,NA,NA,NA,NA
"1570","LILIUM",NA,NA,NA,NA,NA,0.602,1.73,7.5,0.02,0.4,1.403,0.01,0.1,NA,NA,NA
"1571","LINAGEN",12.2,3.2,5.6,12.5,0.1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1572","LINAPUN",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573","LINAPUR",0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1574","LINARIA",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575","LINAVUL",2.6,NA,3.1,16.5,6.9,NA,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576","LINNBOR",NA,1,27.8,249.78,1862.411,5056.853,8108.684,8026.089,7138.008,3926.684,2477.839,2130.277,1138.972,538.052,207.911,746.027
"1577","LINUBIE",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1578","LINULEW",3,1.2,1.9,3.57,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1579","LINUM",NA,NA,1.52,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580","LINUPER",11.003,0.6,12.3,42.57,1.1,9.9,22.7,2.5,NA,NA,NA,NA,NA,NA,NA,NA
"1581","LIOCLAN",NA,NA,NA,NA,2,NA,NA,1,1.1,0.2,73.4,NA,0.7,NA,0.2,0.1
"1582","LITHGLA",1.1,1.5,0.6,3,0.5,NA,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1583","LITHINC",6.1,0.5,0.5,3.1,0.6,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1584","LITHOPH",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585","LITHOSP",0.3,1,0.5,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1586","LITHPAR",2.5,2,5.3,14.701,4.912,2.1,1.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"1587","LITHRUD",46.036,22.57,75.834,113.85,73.413,51.4,30.23,3.8,1.1,0.5,0.7,NA,NA,NA,NA,NA
"1588","LITHTHO",NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1589","LLOYDIA",NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1590","LOBALIN",NA,NA,NA,NA,NA,0.1,1.4,0.1,1,5.43,2.71,1.41,5.42,NA,NA,0.1
"1591","LOBAORE",NA,NA,NA,NA,NA,NA,1,NA,3.01,5.1,5.15,3.51,9.3,NA,NA,NA
"1592","LOBAPUL",NA,NA,NA,0.6,0.6,2,2.9,0.41,9.382,8.821,9.17,3.91,0.95,3,1,4
"1593","LOBARET",NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1594","LOBARIA",NA,NA,NA,NA,0.6,NA,0.3,5,0.5,5.1,5.1,NA,11.2,0.1,1,NA
"1595","LOBASCR",0.1,NA,0.1,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1596","LOBEKAL",NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1597","LOBELIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA
"1598","LOESBAD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA
"1599","LOGFARV",3.4,5.5,7,21.17,2.544,1.1,1,0.3,0.1,NA,NA,NA,NA,NA,NA,NA
"1600","LOISELE",NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA
"1601","LOLIPER",NA,NA,NA,0.33,NA,1,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"1602","LOMAAMB",13.8,4.4,21.402,13.3,5.5,2.9,1,15.2,NA,NA,NA,NA,NA,NA,NA,NA
"1603","LOMABRA",NA,NA,3,NA,NA,1.2,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"1604","LOMADIS",41.752,7.101,31.1,39.09,15.51,4.4,28.11,11.7,40.5,0.1,NA,NA,NA,NA,NA,NA
"1605","LOMAGEY",0.7,0.8,1.7,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1606","LOMAMAC",79.81,26.5,25.7,60.84,11.31,12.92,4.15,1.53,NA,NA,1.2,NA,NA,NA,NA,NA
"1607","LOMAMAR",NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1608","LOMANUD",2,NA,0.5,10.1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1609","LOMATIU",3.5,4.202,3.3,7.021,2.49,1.3,0.5,NA,2,0.001,0.1,NA,NA,NA,NA,3.5
"1610","LOMATRI",5.2,4.002,9.211,30.4,9.071,7.13,3.6,0.5,1.3,NA,NA,NA,NA,NA,NA,0.1
"1611","LOMAUTR",NA,NA,1.02,5,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612","LONICER",NA,NA,NA,0.5,2,4.4,1,NA,2.01,0.5,NA,2.7,NA,0.5,NA,NA
"1613","LONICIL",NA,0.5,82.8,23.601,179.5,156.42,312.843,21.9,50.302,3,1.105,NA,2.1,NA,NA,2
"1614","LONIDIO",NA,NA,NA,0.2,1,4.3,14.6,31.7,9.2,0.02,7.32,3.73,10.8,1.5,NA,4.7
"1615","LONIHIS",NA,NA,NA,110.711,56.72,0.01,17.221,64.51,1.1,2.53,NA,NA,0.001,NA,NA,1
"1616","LONIINV",NA,0.5,0.5,6.01,14,130.01,559.628,1791.62,1599.872,2676.031,3291.95,3658.174,4238.832,1743.64,628.22,2193.865
"1617","LONIUTA",1,0.6,6.7,21.11,105.95,339.84,769.334,905.684,1308.45,846.012,1087.6,364.24,502.62,45.44,45.3,24.24
"1618","LOPHBID",NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,0.1
"1619","LOPHHET",NA,NA,NA,NA,NA,NA,0.8,2,1.3,5.4,4.51,9.601,17.4,2.1,1.2,1.4
"1620","LOPHMIN",NA,NA,NA,NA,NA,NA,NA,NA,0.1,0.6,NA,2.1,0.1,0.1,0.5,0.2
"1621","LOPHOBT",NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,30.4,12.3,5.5,5.6,5.1,4.8
"1622","LOPHSUD",NA,NA,NA,NA,NA,NA,0.1,0.3,NA,10,40.7,28,0.5,NA,NA,NA
"1623","LOPHVEN",NA,NA,NA,1.1,11.2,21.911,38.42,41.621,17.39,45.52,78.112,15.112,51.21,3,5.5,14.9
"1624","LOPOEXC",NA,NA,NA,NA,NA,0.8,NA,0.5,NA,NA,NA,NA,NA,NA,NA,0.1
"1625","LOTUCOR",NA,NA,NA,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1626","LOTUS",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1627","LUETPEC",NA,NA,NA,NA,5.5,48.5,82.2,100.802,190.401,291.01,256.8,131.84,169.22,10.5,114.1,114.3
"1628","LUPIARB",NA,NA,NA,NA,NA,NA,NA,8,NA,0.1,NA,NA,NA,NA,NA,NA
"1629","LUPIARC",9.5,1.013,37.5,58.8,115.16,674.32,1005.597,623.937,684.91,205.522,279.612,158.603,151.252,38.62,21.7,50.101
"1630","LUPIARG",NA,NA,NA,NA,2,NA,NA,NA,NA,1,NA,NA,NA,0.5,NA,NA
"1631","LUPIARU",NA,NA,NA,NA,1,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632","LUPIBIC",NA,NA,NA,NA,NA,NA,NA,NA,3,13,NA,NA,NA,NA,NA,NA
"1633","LUPIBUR",NA,NA,NA,NA,1.5,9,0.5,NA,NA,NA,NA,1,NA,NA,NA,NA
"1634","LUPILEU",NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,0.5,NA,NA,NA,NA
"1635","LUPILIT",NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"1636","LUPILYA",NA,NA,NA,NA,NA,NA,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"1637","LUPINOO",NA,NA,NA,NA,NA,0.7,10,NA,2.3,2.1,2,0.5,4,NA,0.2,17.7
"1638","LUPINUS",0.1,2,6,2.7,8.7,25.2,23.931,19.51,34,6.11,1.201,1.6,12.3,NA,NA,NA
"1639","LUPIPOC",NA,NA,0.5,NA,5,NA,NA,NA,4,NA,NA,NA,0.1,NA,NA,NA
"1640","LUPIPOY",NA,NA,NA,NA,1,NA,0.85,0.1,5.6,NA,NA,3,2.1,0.5,0.5,NA
"1641","LUPISER",81.8,74.4,227.361,289.76,272.524,264.08,222.121,106.6,146.01,17.2,18.98,1,9.3,NA,NA,1
"1642","LUPISUL",0.5,6.5,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1643","LUZUCOM",NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA
"1644","LUZUHIT",NA,NA,NA,0.5,NA,76.4,9.7,76.9,121.7,42.9,200.3,13.1,40.11,15,11.8,NA
"1645","LUZULA",NA,NA,NA,4.5,NA,0.701,18.45,9.612,47.52,19.822,65.921,20.54,38.13,0.5,5.6,25
"1646","LUZUMUL",0.5,NA,2.7,0.501,1.201,0.001,3.3,1.2,NA,0.61,5.5,1.6,0.1,NA,NA,2.12
"1647","LUZUNIV",NA,NA,NA,NA,NA,NA,0.1,NA,0.103,7.1,0.1,NA,NA,NA,NA,3
"1648","LUZUPAR",0.5,NA,0.5,NA,14,6.8,85.65,134.443,130.826,275.096,236.345,105.232,219.966,12.001,42.911,29.734
"1649","LUZUPIP",NA,NA,NA,NA,NA,0.1,7,3.7,14.1,39.4,20.12,3.6,9.61,2.5,4,1.2
"1650","LUZURUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"1651","LUZUSPI",NA,NA,4,0.1,2,3.8,22.5,0.3,6,4.7,2.1,19.2,NA,NA,NA,NA
"1652","LYCHNIS",NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1653","LYCIUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,NA,5,NA,NA,NA,NA
"1654","LYCOAME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"1655","LYCOANN",NA,NA,NA,NA,4.001,35.5,363.482,1076.067,1503.659,1487.231,892.853,1180.793,606.894,262.791,120.633,223.221
"1656","LYCOASP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA
"1657","LYCOCLA",NA,NA,NA,1,2.9,9.11,36.31,65.91,165.621,102.22,99.02,72.76,101.441,10.1,28.101,89.742
"1658","LYCODEN",NA,NA,NA,0.7,0.31,1.4,19.62,32.94,30.442,70.901,16.701,19.45,2.402,4.37,1.1,6.22
"1659","LYCOINU",NA,NA,NA,NA,NA,3,NA,NA,0.5,NA,NA,NA,0.8,NA,NA,13.4
"1660","LYCOPOA",NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,0.1,NA,NA,NA
"1661","LYCOPOE",NA,NA,NA,NA,3,1,NA,4.71,18,1.01,6,0.001,NA,0.1,0.5,1.5
"1662","LYCOPOI",NA,NA,NA,NA,2,32.7,2,5.301,125.136,164.312,20.051,16.3,3.54,NA,0.511,9.401
"1663","LYCOPUS",NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,0.1
"1664","LYCOUNI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA,0.1,46.111
"1665","LYSIAME",NA,NA,NA,NA,1,0.5,1,4,22.71,88.81,200.471,508.52,1020.933,741.15,696.001,5401.391
"1666","LYSIMAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.6,NA,5.1,63.2
"1667","LYSITHY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.54
"1668","LYTHRUM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.2,NA
"1669","MACHAER",NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
"1670","MADIA",0.1,NA,NA,NA,NA,0.1,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1671","MADIEXI",1.1,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1672","MADIGRA",NA,NA,0.5,0.5,3.1,8.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1673","MADISAT",NA,NA,NA,NA,0.1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674","MAIACAN",NA,NA,NA,2.6,4.14,89.23,226.913,394.7,128.32,160.349,106.903,69.412,33.321,29.8,NA,29.301
"1675","MAIADIL",NA,NA,0.001,2.001,2.1,16.6,69.201,59.35,72.032,251.221,467.162,689.271,1040.525,81.1,231.8,210.161
"1676","MAIANTH",NA,NA,NA,0.1,1.3,2.4,21.1,10.2,15,4.6,30.6,3.4,30.2,13.25,NA,8.5
"1677","MAIARAC",0.5,NA,6.2,12.32,124.731,114.252,458.987,603.321,581.528,656.982,761.978,554.885,466.635,145.894,55.61,51.61
"1678","MAIASTE",NA,NA,2.4,28.701,17.83,57.58,347.26,255.892,239.256,236.824,470.931,492.192,215.19,83.97,28.8,85.062
"1679","MAIATRI",NA,NA,NA,NA,NA,NA,3,4,1.6,1,0.3,4.3,41.5,19.07,NA,101.3
"1680","MALABRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,0.1
"1681","MALUFUS",NA,NA,NA,NA,NA,NA,14.5,70.1,19.21,25.2,7.1,28.5,143.2,94.5,123.1,69.8
"1682","MALUPUM",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1683","MALUS",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,5,NA,NA,NA,8,7
"1684","MALVNEG",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1685","MARCPOL",NA,NA,NA,3.5,0.1,NA,5.201,1.1,14.901,2.61,28.53,55.122,214.102,124.72,59.5,398.73
"1686","MARSAQU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"1687","MARSSPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,2,NA,NA,NA,NA
"1688","MARSSPH",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,NA,NA,NA,11.5
"1689","MARSUPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.102
"1690","MASORIC",NA,NA,NA,NA,NA,NA,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1691","MASSCAR",NA,NA,NA,0.1,NA,NA,0.5,NA,NA,NA,NA,0.1,NA,NA,NA,NA
"1692","MATRCHA",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1693","MATRDIS",NA,NA,NA,0.07,4.3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1694","MATTSTR",NA,NA,NA,NA,NA,NA,80,NA,7,87,125.05,277.5,591.61,355.01,96.1,772
"1695","MEDICAG",0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
"1696","MEDILUP",NA,26.8,1.32,113.95,185.491,59.4,130.03,115.7,0.6,NA,4.2,3.5,55,NA,0.4,26
"1697","MEDISAT",11.5,1.5,41.505,57.17,32.59,52.5,88.5,0.8,15,NA,30.6,0.1,0.2,NA,2,0.6
"1698","MEESLON",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,1.1
"1699","MEESTRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4,NA,NA,NA,1,NA,309.2
"1700","MEESULI",NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,0.1,0.5,NA,NA,0.2
"1701","MELAELE",NA,1,NA,NA,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1702","MELAEXS",NA,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,NA,NA
"1703","MELAHEP",1,NA,NA,NA,NA,NA,NA,NA,0.1,NA,NA,0.1,NA,NA,NA,NA
"1704","MELAINF",0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1705","MELALIN",0.01,1,1.62,24,45.64,90.4,85.506,52.891,25.531,4.51,5.11,1.42,0.001,5,NA,0.5
"1706","MELAMPY",NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA
"1707","MELANEL",1,0.5,0.5,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1708","MELASUE",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709","MELIALB",3.6,35,5.1,13.33,13.7,33.2,117.1,5,NA,NA,71.2,7,NA,NA,NA,0.5
"1710","MELIBUL",NA,NA,NA,2,NA,0.5,1,NA,2,2,5.5,NA,NA,NA,NA,NA
"1711","MELICA",NA,NA,NA,NA,NA,NA,0.501,NA,3,NA,NA,2,NA,0.5,NA,1
"1712","MELIHAR",NA,NA,NA,NA,25.2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1713","MELILOT",NA,NA,NA,0.1,NA,NA,0.1,1,NA,NA,0.1,NA,NA,NA,NA,NA
"1714","MELIOFF",0.5,NA,NA,8.1,0.4,48.2,7.1,0.1,NA,NA,NA,3,15,NA,NA,5
"1715","MELISMI",NA,NA,NA,NA,NA,NA,NA,0.9,NA,3.501,2.1,6.9,5.2,0.5,NA,NA
"1716","MELISPE",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,NA,NA,NA,0.1,NA,NA
"1717","MELISUB",NA,NA,3.01,26.001,39.7,1.901,15.301,3.701,1.602,0.15,45.3,16.6,43.102,1,3,5.5
"1718","MENTALB",1.5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1719","MENTARV",NA,NA,NA,0.3,NA,NA,22.2,4.5,1,0.6,13.91,15.01,38.23,13.05,41.9,190.32
"1720","MENTDIS",0.1,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1721","MENTHA",NA,NA,NA,1,NA,3.2,NA,NA,0.1,NA,0.5,NA,1,0.01,1.6,2.1
"1722","MENTLAE",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1723","MENTSPI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA
"1724","MENYTRI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,41.5,27.5,44,15.5,2191.77
