"2604","RANUARC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2605","RANUESC",NA,NA,NA,NA,1,1,1,3,6,6,5,18,25,1,13,11,333
"2606","RANUFLA",NA,NA,1,NA,NA,NA,1,NA,1,NA,1,NA,1,NA,NA,9,20
"2607","RANUFLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA
"2608","RANUGLA",7,3,5,9,2,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"2609","RANUGME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,NA,1,7,17
"2610","RANUGRA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2611","RANUHYP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,3
"2612","RANUINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2613","RANUMAC",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,3,4,1,NA,1,3,7
"2614","RANUNCL",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,1,1,NA,1,1,2
"2615","RANUNCU",NA,1,NA,1,1,2,12,11,12,16,15,14,28,11,8,25,134
"2616","RANUNIV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34
"2617","RANUOCC",NA,NA,NA,1,NA,NA,3,6,1,3,4,3,22,3,2,5,52
"2618","RANUORT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,5,5,1
"2619","RANUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"2620","RANUPEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"2621","RANUPYG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9
"2622","RANUREP",NA,NA,NA,2,NA,NA,NA,NA,NA,2,1,5,8,1,NA,NA,5
"2623","RANUSCE",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,2,NA,1,7,17
"2624","RANUSUL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,4
"2625","RANUUNC",NA,NA,NA,NA,2,4,18,15,24,7,32,25,61,24,11,21,83
"2626","RAPHANU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1
"2627","RAPHSAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2628","RHABDOW",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2629","RHAMALN",NA,NA,NA,NA,NA,2,2,3,1,1,NA,1,NA,NA,NA,1,10
"2630","RHAPREP",NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"2631","RHINANT",NA,NA,NA,NA,NA,5,2,1,NA,NA,NA,NA,NA,NA,NA,NA,4
"2632","RHINMIN",2,NA,2,14,11,10,17,8,4,2,3,3,4,NA,1,2,40
"2633","RHIZAND",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2634","RHIZCHR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2635","RHIZEUP",NA,NA,NA,NA,1,3,NA,6,1,NA,NA,NA,NA,NA,NA,1,2
"2636","RHIZGEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2637","RHIZGEO",3,2,9,15,13,9,3,6,NA,NA,1,NA,1,NA,NA,NA,91
"2638","RHIZGLB",NA,NA,NA,1,2,3,21,39,144,291,117,598,580,61,126,236,346
"2639","RHIZGRA",NA,NA,NA,NA,NA,1,NA,NA,1,NA,1,3,2,NA,1,2,4
"2640","RHIZGRC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"2641","RHIZMAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,1
"2642","RHIZMAG",NA,NA,NA,NA,NA,NA,2,4,15,6,21,39,85,42,59,91,178
"2643","RHIZMEL",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2644","RHIZNUD",NA,NA,NA,NA,NA,NA,10,29,77,161,143,192,314,34,64,50,240
"2645","RHIZOCA",NA,NA,NA,NA,1,3,1,2,NA,1,NA,NA,2,NA,1,1,7
"2646","RHIZOMN",NA,NA,NA,NA,NA,NA,4,8,20,25,25,16,61,5,18,31,28
"2647","RHIZOPL",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2648","RHIZPSE",NA,NA,NA,NA,NA,NA,NA,3,NA,9,4,13,31,9,10,46,27
"2649","RHIZPUN",NA,NA,NA,NA,NA,2,NA,4,3,14,12,14,42,17,10,34,17
"2650","RHIZSUP",NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1
"2651","RHODALB",NA,NA,NA,6,20,47,181,404,688,682,449,540,477,52,114,72,1328
"2652","RHODGRO",NA,NA,NA,4,12,67,89,201,165,107,116,109,200,87,35,582,385
"2653","RHODINT",NA,NA,NA,NA,NA,3,2,NA,1,2,1,1,1,NA,NA,NA,131
"2654","RHODLAP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21
"2655","RHODMAC",NA,NA,NA,2,NA,11,17,3,1,2,NA,NA,NA,1,NA,NA,NA
"2656","RHODNEO",NA,NA,NA,NA,NA,10,45,86,56,3,69,30,30,22,2,51,86
"2657","RHODOBR",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1
"2658","RHODODE",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"2659","RHODTOM",NA,NA,NA,NA,NA,NA,NA,3,1,NA,NA,5,1,1,NA,4,16
"2660","RHUS",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2661","RHUSGLA",24,2,2,NA,1,NA,2,NA,NA,NA,1,NA,NA,NA,NA,NA,2
"2662","RHYNALB",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,4,3,3,59,43
"2663","RHYNCHO",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2664","RHYTIDA",NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,NA,NA,1,NA,NA,2
"2665","RHYTIDI",NA,NA,NA,NA,NA,1,2,4,5,9,4,7,5,3,4,2,9
"2666","RHYTIDO",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,2
"2667","RHYTIDU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1
"2668","RHYTLOR",NA,NA,1,8,21,45,141,95,334,536,174,916,697,33,116,266,517
"2669","RHYTROB",1,1,4,23,82,219,426,574,748,676,376,376,339,33,27,69,863
"2670","RHYTRUG",1,NA,2,1,1,3,2,1,2,3,NA,NA,2,NA,NA,NA,109
"2671","RHYTSQU",NA,1,NA,NA,NA,1,10,7,16,16,11,39,79,18,44,45,77
"2672","RHYTSUB",NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,5,7,1,5,1,NA
"2673","RHYTTRI",2,8,32,105,192,286,567,484,539,376,287,351,343,85,54,93,454
"2674","RIBEACE",NA,NA,NA,NA,1,NA,1,1,NA,2,NA,NA,1,NA,NA,NA,2
"2675","RIBEBRA",NA,NA,NA,NA,NA,NA,4,3,6,24,31,21,138,9,19,30,31
"2676","RIBECER",61,18,21,17,14,11,10,1,3,NA,NA,NA,1,NA,NA,1,6
"2677","RIBEDIV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA
"2678","RIBEGLA",NA,NA,1,1,2,4,10,26,26,51,35,61,97,18,7,19,37
"2679","RIBEHUD",NA,NA,NA,NA,2,9,14,20,15,20,29,40,69,11,10,83,43
"2680","RIBEINE",NA,NA,NA,3,NA,2,NA,6,NA,1,1,NA,3,NA,NA,NA,5
"2681","RIBELAC",6,4,10,30,78,168,419,728,955,847,983,807,1317,264,197,214,1475
"2682","RIBELAX",NA,NA,NA,NA,1,4,6,25,45,49,43,64,128,23,23,23,55
"2683","RIBELOB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"2684","RIBEOXY",3,3,1,4,24,21,25,72,10,69,28,22,42,11,5,15,31
"2685","RIBES",NA,NA,NA,1,7,9,8,17,20,25,21,14,25,11,2,13,37
"2686","RIBESAN",1,NA,NA,1,2,NA,2,NA,1,1,1,1,1,NA,NA,NA,2
"2687","RIBETRI",NA,NA,NA,1,3,19,21,124,66,119,67,72,144,65,12,38,56
"2688","RIBEVIS",1,1,3,7,21,28,44,24,19,2,1,NA,3,NA,NA,2,66
"2689","RICCARD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,2,7
"2690","RICCCHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"2691","RICCLAT",NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,5,4,NA,2,1,4
"2692","RICCMUL",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,2,2,1,6,4
"2693","RICCNAT",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10
"2694","RICCPAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1
"2695","RINOARC",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2696","RINODIN",NA,NA,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2697","RINOTUR",NA,NA,NA,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2698","ROELLIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"2699","ROELROE",NA,NA,1,NA,8,10,25,34,52,30,42,37,68,7,16,6,139
"2700","ROMANZO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2701","ROMASIT",NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,7,NA,NA,1,NA
"2702","RORICUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2703","RORICUV",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2704","RORIPAL",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,4,1,NA,NA,5,6
"2705","RORIPPA",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,3,4
"2706","RORISYL",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"2707","ROSA",5,4,6,31,27,51,53,51,24,8,5,6,9,7,4,6,97
"2708","ROSAACI",49,22,95,238,451,719,1065,1305,699,501,417,317,406,141,37,195,1191
"2709","ROSACEA",NA,NA,NA,1,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2710","ROSAGYM",5,1,30,75,175,290,306,165,109,58,34,18,35,7,2,10,315
"2711","ROSANUT",15,9,23,42,50,65,145,60,32,29,43,23,37,8,2,23,71
"2712","ROSAPIS",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2713","ROSARUB",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2714","ROSAWOO",16,10,24,76,97,86,113,33,39,11,17,17,11,5,2,2,204
"2715","RUBIACE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"2716","RUBUARC",NA,NA,NA,NA,NA,2,6,16,13,24,21,27,68,27,18,255,229
"2717","RUBUARM",NA,NA,NA,4,6,NA,9,7,NA,7,NA,2,3,NA,NA,4,NA
"2718","RUBUCHA",NA,NA,NA,NA,1,NA,1,5,2,7,5,1,25,12,10,128,48
"2719","RUBUIDA",12,5,24,25,37,88,120,241,202,216,195,189,348,77,36,70,318
"2720","RUBULAC",NA,NA,1,NA,NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA
"2721","RUBULAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2722","RUBULEU",NA,NA,NA,2,7,13,17,1,8,6,2,1,2,1,NA,2,11
"2723","RUBUNIV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA
"2724","RUBUPAR",1,1,2,24,106,363,638,757,969,631,647,533,832,124,77,58,1064
"2725","RUBUPED",NA,NA,1,1,11,37,219,579,1095,1279,893,1197,1343,235,258,372,1184
"2726","RUBUPUB",NA,NA,1,4,17,131,169,641,323,404,325,281,424,171,63,257,306
"2727","RUBUS",NA,NA,NA,1,1,NA,3,9,3,9,3,1,3,NA,1,6,18
"2728","RUBUSPE",NA,NA,NA,3,6,5,31,41,103,232,102,374,578,38,95,156,243
"2729","RUBUURS",NA,NA,3,6,22,16,105,56,45,48,15,13,37,2,1,12,72
"2730","RUMEACO",1,1,6,8,5,10,5,2,6,5,7,3,11,3,4,8,93
"2731","RUMEACT",4,NA,5,1,3,1,1,NA,1,NA,NA,NA,1,NA,NA,NA,11
"2732","RUMECRI",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,4,NA,NA,9,5
"2733","RUMELAP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,11
"2734","RUMEMAR",NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,2,6
"2735","RUMEOCC",NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,3,6,NA,2,9,5
"2736","RUMEX",1,NA,NA,NA,NA,2,6,3,1,2,2,NA,5,NA,1,3,13
"2737","RUPPMAR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"2738","SABUAUS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2739","SABUELE",NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2740","SABUMAC",1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2741","SABUNUT",NA,NA,NA,NA,2,NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,13
"2742","SABURUB",NA,NA,NA,1,2,1,2,1,1,1,NA,NA,NA,NA,NA,NA,83
"2743","SAELANI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"2744","SAGICUN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,9
"2745","SAGILAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"2746","SAGIMAX",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,2,NA
"2747","SAGINA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,2
"2748","SAGISAG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,9
"2749","SAGITTA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
"2750","SALIALA",NA,NA,NA,1,NA,2,1,2,16,NA,7,2,3,1,3,2,24
"2751","SALIALB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
"2752","SALIAMY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,1,2,2,NA,1
"2753","SALIARB",NA,NA,NA,NA,NA,NA,1,2,2,1,2,4,5,1,1,27,15
"2754","SALIARC",NA,NA,NA,NA,NA,2,5,2,21,6,6,6,2,1,1,3,278
"2755","SALIATH",NA,NA,NA,NA,NA,1,NA,3,2,NA,NA,1,2,NA,1,23,5
"2756","SALIBAA",1,NA,NA,NA,NA,NA,2,2,5,1,2,2,5,1,3,7,75
"2757","SALIBAC",NA,NA,NA,1,NA,1,6,16,26,20,19,17,32,27,27,142,278
"2758","SALIBEB",2,NA,5,11,30,63,89,149,68,60,51,44,71,15,12,73,182
"2759","SALIBOO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,2
"2760","SALIBRA",NA,NA,NA,NA,NA,3,2,4,3,10,2,12,10,1,4,13,71
"2761","SALICAN",NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,7,2,NA,4,40,45
"2762","SALICAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,19
"2763","SALICOM",NA,NA,NA,1,NA,1,4,3,11,NA,11,5,7,5,5,34,88
"2764","SALICOR",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,NA,NA,NA,1
"2765","SALIDIS",NA,NA,NA,NA,1,3,6,10,4,6,6,5,5,2,4,18,13
"2766","SALIDRU",NA,NA,NA,2,NA,1,2,1,7,5,4,8,34,17,19,84,58
"2767","SALIEXI",1,1,NA,NA,1,1,10,1,NA,1,4,3,4,1,2,7,7
"2768","SALIFAR",NA,NA,NA,NA,NA,1,1,3,2,2,NA,1,3,2,2,3,15
"2769","SALIGEY",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,1,NA,NA,NA,3,2
"2770","SALIGLA",NA,NA,NA,2,3,19,20,44,32,46,18,36,48,25,7,101,311
"2771","SALIHOO",NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,3
"2772","SALILAS",NA,NA,NA,NA,NA,5,3,11,7,23,8,9,16,10,15,27,15
"2773","SALIMAC",NA,NA,NA,NA,1,5,3,10,NA,8,NA,11,15,3,3,59,38
"2774","SALIMEL",NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,1,NA,3,4
"2775","SALIMYR",NA,NA,NA,1,NA,3,10,14,11,14,22,15,20,19,4,76,68
"2776","SALINIV",NA,NA,NA,NA,1,2,1,1,2,NA,1,NA,NA,NA,1,NA,226
"2777","SALIPED",NA,NA,NA,NA,NA,NA,2,1,NA,1,1,3,7,8,8,201,66
"2778","SALIPER",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2779","SALIPET",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,2,2,1,1,NA
"2780","SALIPLA",NA,NA,NA,NA,NA,2,3,9,11,5,6,13,22,10,7,83,194
"2781","SALIPOL",NA,NA,NA,NA,NA,NA,NA,1,4,2,NA,1,NA,NA,1,1,186
"2782","SALIPRO",NA,NA,NA,1,NA,1,2,4,5,5,7,8,13,4,14,32,34
"2783","SALIPSD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,1,NA,19,1
"2784","SALIPSE",NA,NA,NA,NA,NA,2,5,4,7,7,4,8,9,14,5,37,35
"2785","SALIPUL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"2786","SALIPYR",NA,NA,NA,1,NA,1,NA,5,NA,3,2,2,6,2,5,10,12
"2787","SALIRAU",NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA
"2788","SALIRET",NA,NA,NA,NA,2,NA,1,6,12,5,6,7,4,4,2,8,503
"2789","SALIRIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,NA,1,5,15
"2790","SALIRUB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"2791","SALISCO",6,4,16,42,66,143,221,259,146,106,91,48,59,20,8,31,259
"2792","SALISER",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,1,NA,1,1,1
"2793","SALISES",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA
"2794","SALISIT",NA,NA,3,NA,1,7,5,14,29,17,22,13,70,13,43,88,80
"2795","SALISTO",NA,NA,NA,NA,2,NA,NA,NA,2,NA,NA,1,2,NA,3,NA,124
"2796","SALITWE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3
"2797","SALIVES",NA,NA,NA,NA,NA,NA,5,6,2,NA,3,3,6,NA,1,1,37
"2798","SALIX",2,1,12,47,157,322,457,498,424,299,286,199,400,134,75,354,1101
"2799","SALIXFR",NA,NA,NA,1,1,1,3,2,NA,1,NA,NA,1,NA,2,NA,4
"2800","SALSTRA",7,NA,5,1,NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"2801","SAMBNIG",2,NA,1,1,2,1,4,2,4,4,2,1,4,1,NA,NA,8
"2802","SAMBRAC",NA,1,NA,3,4,12,44,80,161,227,237,309,676,62,80,57,264
"2803","SAMBUCU",NA,NA,NA,1,NA,NA,3,NA,1,2,4,NA,2,NA,NA,NA,NA
"2804","SANGOFF",NA,NA,NA,NA,NA,4,NA,NA,2,1,NA,2,8,2,1,78,16
"2805","SANGSTI",NA,NA,NA,NA,1,1,10,5,27,54,38,50,124,27,56,186,239
"2806","SANGUIS",NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,1,1,1,NA,3,5
"2807","SANICRA",NA,NA,NA,9,1,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"2808","SANICUL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"2809","SANIGRA",NA,NA,1,1,1,NA,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2810","SANIMAR",NA,NA,NA,NA,1,NA,7,5,6,4,2,2,1,1,NA,1,8
"2811","SANIONI",NA,NA,NA,NA,NA,1,1,NA,2,NA,NA,NA,NA,NA,2,NA,3
"2812","SANISYM",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,1,7,NA
"2813","SANIUNC",1,2,10,14,19,50,43,97,56,64,69,68,108,43,44,125,432
"2814","SARCPAC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,NA
"2815","SARRPUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA
"2816","SAUSAME",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1
"2817","SAUSNUD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2818","SAUSSUR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2819","SAXIADS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,5
"2820","SAXIAIZ",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,12
"2821","SAXIBRO",14,5,27,24,28,21,19,14,15,5,1,7,NA,NA,NA,NA,323
"2822","SAXICER",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,20
"2823","SAXICES",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,27
"2824","SAXIFLA",NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,27
"2825","SAXIFRA",1,1,NA,NA,4,5,1,2,2,1,NA,1,6,1,2,3,43
"2826","SAXIFRG",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
"2827","SAXIHIR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"2828","SAXIHYP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15
"2829","SAXIMER",NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,2,1,3
"2830","SAXIOPP",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,68
"2831","SAXITRI",NA,1,1,7,9,20,7,14,11,4,1,3,2,NA,NA,NA,232
"2832","SCAPAME",NA,NA,NA,NA,NA,NA,2,NA,2,1,3,3,1,1,1,1,1
"2833","SCAPBOL",NA,NA,NA,NA,1,2,16,6,65,136,15,225,146,1,20,34,114
"2834","SCAPIRR",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,NA,NA,NA,2,NA
"2835","SCAPMUC",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1
"2836","SCAPPAL",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,3,3,2,8,18,22
"2837","SCAPPAU",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,3,4,3,7,13,6
"2838","SCAPSUB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,2
"2839","SCAPULI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,6,10
"2840","SCAPUMB",NA,NA,NA,NA,NA,NA,NA,NA,4,3,NA,1,2,NA,1,NA,1
"2841","SCEPMUL",NA,NA,NA,NA,NA,NA,1,NA,2,NA,NA,1,2,1,NA,3,7
"2842","SCHEARU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"2843","SCHEPAL",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,1,NA,NA,54,10
"2844","SCHEPRA",NA,NA,NA,NA,1,NA,2,1,NA,NA,NA,NA,NA,NA,NA,NA,2
"2845","SCHIAGA",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"2846","SCHIAPO",6,2,5,2,4,8,7,1,1,NA,NA,NA,2,NA,NA,NA,12
"2847","SCHIATR",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2848","SCHIFRI",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2849","SCHIHET",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2850","SCHIINC",NA,NA,NA,1,NA,NA,3,3,4,7,6,17,1,NA,3,8,11
"2851","SCHILAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA
"2852","SCHIPAP",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2853","SCHIPEN",NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA
"2854","SCHIPUR",NA,NA,1,1,5,18,26,35,19,23,17,23,21,6,2,2,25
"2855","SCHIRIV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
"2856","SCHISTI",3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
